Time,Date,TotalVertices,TotalEdges,Density
1473404400000,09/09/2016 07:00:00,197,128,0.003315031528472900390625
1473408000000,09/09/2016 08:00:00,257,194,0.00294868671335279941558837890625
1473411600000,09/09/2016 09:00:00,310,200,0.00208790064789354801177978515625
1473415200000,09/09/2016 10:00:00,321,202,0.001966510899364948272705078125
1473418800000,09/09/2016 11:00:00,447,256,0.001284096273593604564666748046875
1473422400000,09/09/2016 12:00:00,540,404,0.001388030010275542736053466796875
1473426000000,09/09/2016 13:00:00,482,330,0.00142338313162326812744140625
1473429600000,09/09/2016 14:00:00,605,488,0.001335449633188545703887939453125
1473433200000,09/09/2016 15:00:00,514,284,0.001077054883353412151336669921875
1473436800000,09/09/2016 16:00:00,517,338,0.001266999519430100917816162109375
1473440400000,09/09/2016 17:00:00,609,472,0.001274738577194511890411376953125
1473444000000,09/09/2016 18:00:00,681,542,0.001170424162410199642181396484375
1473447600000,09/09/2016 19:00:00,688,516,0.00109170307405292987823486328125
1473451200000,09/09/2016 20:00:00,556,386,0.001250891131348907947540283203125
1473454800000,09/09/2016 21:00:00,552,522,0.001716247177682816982269287109375
1473458400000,09/09/2016 22:00:00,419,312,0.00178141170181334018707275390625
1473462000000,09/09/2016 23:00:00,538,414,0.0014329920522868633270263671875
1473465600000,10/09/2016 00:00:00,619,432,0.0011292877607047557830810546875
1473469200000,10/09/2016 01:00:00,436,324,0.00170832010917365550994873046875
1473472800000,10/09/2016 02:00:00,507,386,0.001504626940004527568817138671875
1473476400000,10/09/2016 03:00:00,428,302,0.001652476494200527667999267578125
1473480000000,10/09/2016 04:00:00,391,198,0.0012984457425773143768310546875
1473483600000,10/09/2016 05:00:00,230,118,0.002240364439785480499267578125
1473487200000,10/09/2016 06:00:00,123,72,0.0047980807721614837646484375
1473490800000,10/09/2016 07:00:00,176,108,0.00350649352185428142547607421875
1473494400000,10/09/2016 08:00:00,162,78,0.00299056828953325748443603515625
1473498000000,10/09/2016 09:00:00,270,178,0.00245077791623771190643310546875
1473501600000,10/09/2016 10:00:00,387,266,0.0017806696705520153045654296875
1473505200000,10/09/2016 11:00:00,329,236,0.00218696705996990203857421875
1473508800000,10/09/2016 12:00:00,364,270,0.00204341113567352294921875
1473512400000,10/09/2016 13:00:00,483,270,0.001159763894975185394287109375
1473516000000,10/09/2016 14:00:00,520,348,0.00128946197219192981719970703125
1473519600000,10/09/2016 15:00:00,588,310,0.0008981446153484284877777099609375
1473523200000,10/09/2016 16:00:00,575,392,0.001187698799185454845428466796875
1473526800000,10/09/2016 17:00:00,584,380,0.00111609767191112041473388671875
1473530400000,10/09/2016 18:00:00,567,422,0.001314961235038936138153076171875
1473534000000,10/09/2016 19:00:00,590,386,0.001110759447328746318817138671875
1473537600000,10/09/2016 20:00:00,484,332,0.001420187181793153285980224609375
1473541200000,10/09/2016 21:00:00,479,282,0.00123164546675980091094970703125
1473544800000,10/09/2016 22:00:00,484,252,0.001077973400242626667022705078125
1473548400000,10/09/2016 23:00:00,456,274,0.001320609240792691707611083984375
1473552000000,11/09/2016 00:00:00,459,284,0.0013509527780115604400634765625
1473555600000,11/09/2016 01:00:00,489,368,0.001542123383842408657073974609375
1473559200000,11/09/2016 02:00:00,437,274,0.001438078586943447589874267578125
1473562800000,11/09/2016 03:00:00,375,168,0.001197860925458371639251708984375
1473566400000,11/09/2016 04:00:00,396,270,0.001726121990941464900970458984375
1473570000000,11/09/2016 05:00:00,306,178,0.00190721102990210056304931640625
1473573600000,11/09/2016 06:00:00,225,126,0.0024999999441206455230712890625
1473577200000,11/09/2016 07:00:00,200,164,0.00412060320377349853515625
1473580800000,11/09/2016 08:00:00,254,178,0.002769910730421543121337890625
1473584400000,11/09/2016 09:00:00,325,330,0.00313390302471816539764404296875
1473588000000,11/09/2016 10:00:00,261,166,0.002446212805807590484619140625
1473591600000,11/09/2016 11:00:00,330,198,0.00182370818220078945159912109375
1473595200000,11/09/2016 12:00:00,287,164,0.00199800194241106510162353515625
1473598800000,11/09/2016 13:00:00,522,290,0.00106632546521723270416259765625
1473602400000,11/09/2016 14:00:00,632,320,0.0008024233393371105194091796875
1473606000000,11/09/2016 15:00:00,588,332,0.000961883924901485443115234375
1473609600000,11/09/2016 16:00:00,546,310,0.001041771727614104747772216796875
1473613200000,11/09/2016 17:00:00,498,338,0.001365623436868190765380859375
1473616800000,11/09/2016 18:00:00,602,344,0.00095079629682004451751708984375
1473620400000,11/09/2016 19:00:00,763,462,0.0007946254336275160312652587890625
1473624000000,11/09/2016 20:00:00,1106,640,0.0005236758734099566936492919921875
1473627600000,11/09/2016 21:00:00,719,378,0.0007322147139348089694976806640625
1473631200000,11/09/2016 22:00:00,710,388,0.0007707741460762917995452880859375
1473634800000,11/09/2016 23:00:00,936,622,0.0007107271812856197357177734375
1473638400000,12/09/2016 00:00:00,1073,632,0.0005494428914971649646759033203125
1473642000000,12/09/2016 01:00:00,761,422,0.000729649327695369720458984375
1473645600000,12/09/2016 02:00:00,465,320,0.001483129453845322132110595703125
1473649200000,12/09/2016 03:00:00,437,326,0.001710998709313571453094482421875
1473652800000,12/09/2016 04:00:00,244,182,0.0030695539899170398712158203125
1473656400000,12/09/2016 05:00:00,173,116,0.0038983733393251895904541015625
1473660000000,12/09/2016 06:00:00,195,140,0.00370076647959649562835693359375
1473663600000,12/09/2016 07:00:00,187,140,0.0040250704623758792877197265625
1473667200000,12/09/2016 08:00:00,257,180,0.00273589487187564373016357421875
1473670800000,12/09/2016 09:00:00,422,300,0.001688599702902138233184814453125
1473674400000,12/09/2016 10:00:00,481,246,0.001065488555468618869781494140625
1473678000000,12/09/2016 11:00:00,486,316,0.001340630464255809783935546875
1473681600000,12/09/2016 12:00:00,517,374,0.00140194618143141269683837890625
1473685200000,12/09/2016 13:00:00,703,550,0.00111447484232485294342041015625
1473688800000,12/09/2016 14:00:00,815,552,0.000832064659334719181060791015625
1473692400000,12/09/2016 15:00:00,807,508,0.0007810074021108448505401611328125
1473696000000,12/09/2016 16:00:00,720,422,0.0008151754154823720455169677734375
1473699600000,12/09/2016 17:00:00,797,478,0.000753453583456575870513916015625
1473703200000,12/09/2016 18:00:00,718,466,0.000905195367522537708282470703125
1473706800000,12/09/2016 19:00:00,713,538,0.001059772795997560024261474609375
1473710400000,12/09/2016 20:00:00,614,426,0.0011318288743495941162109375
1473714000000,12/09/2016 21:00:00,656,468,0.001089182682335376739501953125
1473717600000,12/09/2016 22:00:00,759,540,0.00093860481865704059600830078125
1473721200000,12/09/2016 23:00:00,650,442,0.00104776583611965179443359375
1473724800000,13/09/2016 00:00:00,687,554,0.00117551698349416255950927734375
1473728400000,13/09/2016 01:00:00,569,418,0.00129334884695708751678466796875
1473732000000,13/09/2016 02:00:00,519,430,0.001599452458322048187255859375
1473735600000,13/09/2016 03:00:00,367,268,0.00199520564638078212738037109375
1473739200000,13/09/2016 04:00:00,238,162,0.00287203490734100341796875
1473742800000,13/09/2016 05:00:00,227,104,0.00202721147798001766204833984375
1473746400000,13/09/2016 06:00:00,216,128,0.002756244502961635589599609375
1473750000000,13/09/2016 07:00:00,167,92,0.00331866391934454441070556640625
1473753600000,13/09/2016 08:00:00,194,102,0.00272421352565288543701171875
1473757200000,13/09/2016 09:00:00,326,188,0.001774421893060207366943359375
1473760800000,13/09/2016 10:00:00,435,300,0.001589067163877189159393310546875
1473764400000,13/09/2016 11:00:00,419,258,0.00147309037856757640838623046875
1473768000000,13/09/2016 12:00:00,540,348,0.001195629709400236606597900390625
1473771600000,13/09/2016 13:00:00,562,350,0.001110117300413548946380615234375
1473775200000,13/09/2016 14:00:00,575,406,0.00123011670075356960296630859375
1473778800000,13/09/2016 15:00:00,581,352,0.001044572331011295318603515625
1473782400000,13/09/2016 16:00:00,629,366,0.0009265541448257863521575927734375
1473786000000,13/09/2016 17:00:00,718,442,0.0008585758623667061328887939453125
1473789600000,13/09/2016 18:00:00,631,326,0.000820063869468867778778076171875
1473793200000,13/09/2016 19:00:00,710,466,0.000925723579712212085723876953125
1473796800000,13/09/2016 20:00:00,783,490,0.000800253474153578281402587890625
1473800400000,13/09/2016 21:00:00,762,498,0.0008587954216636717319488525390625
1473804000000,13/09/2016 22:00:00,730,462,0.000868143630214035511016845703125
1473807600000,13/09/2016 23:00:00,739,518,0.0009497929713688790798187255859375
1473811200000,14/09/2016 00:00:00,612,416,0.001112501719035208225250244140625
1473814800000,14/09/2016 01:00:00,503,360,0.001425708644092082977294921875
1473818400000,14/09/2016 02:00:00,440,304,0.0015738247893750667572021484375
1473822000000,14/09/2016 03:00:00,383,230,0.00157204759307205677032470703125
1473825600000,14/09/2016 04:00:00,327,242,0.0022701262496411800384521484375
1473829200000,14/09/2016 05:00:00,253,244,0.0038270908407866954803466796875
1473832800000,14/09/2016 06:00:00,245,164,0.00274339248426258563995361328125
1473836400000,14/09/2016 07:00:00,205,162,0.0038737445138394832611083984375
1473840000000,14/09/2016 08:00:00,212,112,0.00250380043871700763702392578125
1473843600000,14/09/2016 09:00:00,325,222,0.00210826215334236621856689453125
1473847200000,14/09/2016 10:00:00,441,258,0.001329622813500463962554931640625
1473850800000,14/09/2016 11:00:00,413,278,0.001633794861845672130584716796875
1473854400000,14/09/2016 12:00:00,532,374,0.001323931268416345119476318359375
1473858000000,14/09/2016 13:00:00,559,310,0.000993838184513151645660400390625
1473861600000,14/09/2016 14:00:00,645,428,0.0010303817689418792724609375
1473865200000,14/09/2016 15:00:00,605,400,0.001094630802981555461883544921875
1473868800000,14/09/2016 16:00:00,667,400,0.0009004506864584982395172119140625
1473872400000,14/09/2016 17:00:00,660,456,0.001048420439474284648895263671875
1473876000000,14/09/2016 18:00:00,758,496,0.000864403671585023403167724609375
1473879600000,14/09/2016 19:00:00,651,394,0.0009311119210906326770782470703125
1473883200000,14/09/2016 20:00:00,545,328,0.00110631412826478481292724609375
1473886800000,14/09/2016 21:00:00,519,346,0.001287001301534473896026611328125
1473890400000,14/09/2016 22:00:00,553,370,0.001212097355164587497711181640625
1473894000000,14/09/2016 23:00:00,569,338,0.0010458179749548435211181640625
1473897600000,15/09/2016 00:00:00,565,362,0.00113600702024996280670166015625
1473901200000,15/09/2016 01:00:00,450,294,0.00145508535206317901611328125
1473904800000,15/09/2016 02:00:00,408,256,0.001541648642159998416900634765625
1473908400000,15/09/2016 03:00:00,314,222,0.00225880625657737255096435546875
1473912000000,15/09/2016 04:00:00,209,132,0.00303643732331693172454833984375
1473915600000,15/09/2016 05:00:00,165,110,0.0040650404989719390869140625
1473919200000,15/09/2016 06:00:00,143,100,0.0049246526323258876800537109375
1473922800000,15/09/2016 07:00:00,232,194,0.0036199432797729969024658203125
1473926400000,15/09/2016 08:00:00,204,118,0.00284941564314067363739013671875
1473930000000,15/09/2016 09:00:00,275,108,0.00143331126309931278228759765625
1473933600000,15/09/2016 10:00:00,359,204,0.001587276929058134555816650390625
1473937200000,15/09/2016 11:00:00,321,128,0.0012461058795452117919921875
1473940800000,15/09/2016 12:00:00,444,254,0.00129135907627642154693603515625
1473944400000,15/09/2016 13:00:00,494,342,0.001404275186359882354736328125
1473948000000,15/09/2016 14:00:00,434,260,0.0013835527934134006500244140625
1473951600000,15/09/2016 15:00:00,590,338,0.0009726338903419673442840576171875
1473955200000,15/09/2016 16:00:00,564,352,0.001108549651689827442169189453125
1473958800000,15/09/2016 17:00:00,649,490,0.0011651352979242801666259765625
1473962400000,15/09/2016 18:00:00,580,464,0.001381692592985928058624267578125
1473966000000,15/09/2016 19:00:00,570,440,0.00135664292611181735992431640625
1473969600000,15/09/2016 20:00:00,421,284,0.001606153207831084728240966796875
1473973200000,15/09/2016 21:00:00,597,440,0.001236608135513961315155029296875
1473976800000,15/09/2016 22:00:00,622,352,0.000911298557184636592864990234375
1473980400000,15/09/2016 23:00:00,579,388,0.001159378676675260066986083984375
1473984000000,16/09/2016 00:00:00,498,340,0.0013737040571868419647216796875
1473987600000,16/09/2016 01:00:00,608,472,0.00127893872559070587158203125
1473991200000,16/09/2016 02:00:00,418,258,0.001480155624449253082275390625
1473994800000,16/09/2016 03:00:00,271,198,0.0027060271240770816802978515625
1473998400000,16/09/2016 04:00:00,188,92,0.002616907469928264617919921875
1474002000000,16/09/2016 05:00:00,197,90,0.002330881543457508087158203125
1474005600000,16/09/2016 06:00:00,213,142,0.0031446539796888828277587890625
1474009200000,16/09/2016 07:00:00,201,114,0.0028358208946883678436279296875
1474012800000,16/09/2016 08:00:00,238,176,0.00312023540027439594268798828125
1474016400000,16/09/2016 09:00:00,295,200,0.00230600708164274692535400390625
1474020000000,16/09/2016 10:00:00,394,220,0.00142080313526093959808349609375
1474023600000,16/09/2016 11:00:00,348,216,0.00178873096592724323272705078125
1474027200000,16/09/2016 12:00:00,402,246,0.00152603560127317905426025390625
1474030800000,16/09/2016 13:00:00,460,302,0.00143033056519925594329833984375
1474034400000,16/09/2016 14:00:00,524,326,0.00118955527432262897491455078125
1474038000000,16/09/2016 15:00:00,507,270,0.0010524592362344264984130859375
1474041600000,16/09/2016 16:00:00,515,312,0.0011786483228206634521484375
1474045200000,16/09/2016 17:00:00,502,266,0.001057645655237138271331787109375
1474048800000,16/09/2016 18:00:00,542,350,0.001193634816445410251617431640625
1474052400000,16/09/2016 19:00:00,485,334,0.001422850764356553554534912109375
1474056000000,16/09/2016 20:00:00,531,344,0.001222328864969313144683837890625
1474059600000,16/09/2016 21:00:00,490,356,0.001485747634433209896087646484375
1474063200000,16/09/2016 22:00:00,507,334,0.001301931100897490978240966796875
1474066800000,16/09/2016 23:00:00,525,326,0.001185023575089871883392333984375
1474070400000,17/09/2016 00:00:00,515,386,0.001458199578337371349334716796875
1474074000000,17/09/2016 01:00:00,494,378,0.001552093657664954662322998046875
1474077600000,17/09/2016 02:00:00,310,182,0.00189998955465853214263916015625
1474081200000,17/09/2016 03:00:00,339,242,0.002112024463713169097900390625
1474084800000,17/09/2016 04:00:00,212,158,0.00353214703500270843505859375
1474088400000,17/09/2016 05:00:00,190,154,0.004288499243557453155517578125
1474092000000,17/09/2016 06:00:00,208,134,0.00311222602613270282745361328125
1474095600000,17/09/2016 07:00:00,174,118,0.0039200051687657833099365234375
1474099200000,17/09/2016 08:00:00,146,86,0.0040623522363603115081787109375
1474102800000,17/09/2016 09:00:00,250,122,0.0019598393701016902923583984375
1474106400000,17/09/2016 10:00:00,280,108,0.00138248852454125881195068359375
1474110000000,17/09/2016 11:00:00,338,222,0.0019489754922688007354736328125
1474113600000,17/09/2016 12:00:00,333,252,0.00227938778698444366455078125
1474117200000,17/09/2016 13:00:00,434,288,0.001532550784759223461151123046875
1474120800000,17/09/2016 14:00:00,388,242,0.00161165720783174037933349609375
1474124400000,17/09/2016 15:00:00,367,196,0.00145918014459311962127685546875
1474128000000,17/09/2016 16:00:00,449,288,0.001431753044016659259796142578125
1474131600000,17/09/2016 17:00:00,477,312,0.00137413456104695796966552734375
1474135200000,17/09/2016 18:00:00,420,242,0.00137515622191131114959716796875
1474138800000,17/09/2016 19:00:00,375,238,0.001696969731710851192474365234375
1474142400000,17/09/2016 20:00:00,312,190,0.00195811688899993896484375
1474146000000,17/09/2016 21:00:00,222,134,0.0027312380261719226837158203125
1474149600000,17/09/2016 22:00:00,494,362,0.00148639664985239505767822265625
1474153200000,17/09/2016 23:00:00,572,408,0.001249188673682510852813720703125
1474156800000,18/09/2016 00:00:00,547,390,0.001305824029259383678436279296875
1474160400000,18/09/2016 01:00:00,416,278,0.001610287348739802837371826171875
1474164000000,18/09/2016 02:00:00,481,324,0.00140332640148699283599853515625
1474167600000,18/09/2016 03:00:00,472,302,0.001358451205305755138397216796875
1474171200000,18/09/2016 04:00:00,425,292,0.001620421768166124820709228515625
1474174800000,18/09/2016 05:00:00,382,270,0.001855134614743292331695556640625
1474178400000,18/09/2016 06:00:00,278,188,0.00244136829860508441925048828125
1474182000000,18/09/2016 07:00:00,166,96,0.00350492889992892742156982421875
1474185600000,18/09/2016 08:00:00,136,76,0.004139433614909648895263671875
1474189200000,18/09/2016 09:00:00,176,134,0.00435064919292926788330078125
1474192800000,18/09/2016 10:00:00,215,102,0.00221690931357443332672119140625
1474196400000,18/09/2016 11:00:00,248,114,0.001861042226664721965789794921875
1474200000000,18/09/2016 12:00:00,298,140,0.0015818136744201183319091796875
1474203600000,18/09/2016 13:00:00,386,226,0.001520759076811373233795166015625
1474207200000,18/09/2016 14:00:00,422,226,0.001272078487090766429901123046875
1474210800000,18/09/2016 15:00:00,491,336,0.001396566745825111865997314453125
1474214400000,18/09/2016 16:00:00,464,330,0.001536083989776670932769775390625
1474218000000,18/09/2016 17:00:00,567,424,0.0013211932964622974395751953125
1474221600000,18/09/2016 18:00:00,533,330,0.001163791283033788204193115234375
1474225200000,18/09/2016 19:00:00,557,428,0.00138201820664107799530029296875
1474228800000,18/09/2016 20:00:00,577,454,0.0013660215772688388824462890625
1474232400000,18/09/2016 21:00:00,516,404,0.001520282938145101070404052734375
1474236000000,18/09/2016 22:00:00,580,424,0.001262581092305481433868408203125
1474239600000,18/09/2016 23:00:00,641,498,0.0012139235623180866241455078125
1474243200000,19/09/2016 00:00:00,511,366,0.00140439742244780063629150390625
1474246800000,19/09/2016 01:00:00,493,372,0.001533666509203612804412841796875
1474250400000,19/09/2016 02:00:00,432,300,0.00161123997531831264495849609375
1474254000000,19/09/2016 03:00:00,285,176,0.00217445031739771366119384765625
1474257600000,19/09/2016 04:00:00,252,166,0.00262442301027476787567138671875
1474261200000,19/09/2016 05:00:00,159,90,0.00358251738362014293670654296875
1474264800000,19/09/2016 06:00:00,178,104,0.00330095854587852954864501953125
1474268400000,19/09/2016 07:00:00,223,166,0.00335312890820205211639404296875
1474272000000,19/09/2016 08:00:00,300,248,0.00276477145962417125701904296875
1474275600000,19/09/2016 09:00:00,429,400,0.00217850692570209503173828125
1474279200000,19/09/2016 10:00:00,478,368,0.001613992615602910518646240234375
1474282800000,19/09/2016 11:00:00,440,326,0.001687720068730413913726806640625
1474286400000,19/09/2016 12:00:00,477,362,0.001594348461367189884185791015625
1474290000000,19/09/2016 13:00:00,607,424,0.00115266884677112102508544921875
1474293600000,19/09/2016 14:00:00,525,346,0.001257724477909505367279052734375
1474297200000,19/09/2016 15:00:00,487,264,0.001115420716814696788787841796875
1474300800000,19/09/2016 16:00:00,630,388,0.00097913038916885852813720703125
1474304400000,19/09/2016 17:00:00,661,544,0.001246962812729179859161376953125
1474308000000,19/09/2016 18:00:00,738,518,0.000952370464801788330078125
1474311600000,19/09/2016 19:00:00,495,306,0.00125138019211590290069580078125
1474315200000,19/09/2016 20:00:00,491,302,0.00125524750910699367523193359375
1474318800000,19/09/2016 21:00:00,495,366,0.001496748882345855236053466796875
1474322400000,19/09/2016 22:00:00,535,384,0.001344114192761480808258056640625
1474326000000,19/09/2016 23:00:00,515,320,0.001208870089612901210784912109375
1474329600000,20/09/2016 00:00:00,549,330,0.001096884836442768573760986328125
1474333200000,20/09/2016 01:00:00,479,358,0.001563578261993825435638427734375
1474336800000,20/09/2016 02:00:00,409,328,0.00196557841263711452484130859375
1474340400000,20/09/2016 03:00:00,297,244,0.0027755028568208217620849609375
1474344000000,20/09/2016 04:00:00,266,212,0.00300751882605254650115966796875
1474347600000,20/09/2016 05:00:00,253,186,0.00291737238876521587371826171875
1474351200000,20/09/2016 06:00:00,180,108,0.0033519552089273929595947265625
1474354800000,20/09/2016 07:00:00,170,86,0.0029933867044746875762939453125
1474358400000,20/09/2016 08:00:00,213,114,0.00252458150498569011688232421875
1474362000000,20/09/2016 09:00:00,331,224,0.0020507187582552433013916015625
1474365600000,20/09/2016 10:00:00,372,282,0.00204330054111778736114501953125
1474369200000,20/09/2016 11:00:00,520,388,0.001437676022760570049285888671875
1474372800000,20/09/2016 12:00:00,342,178,0.001526298583485186100006103515625
1474376400000,20/09/2016 13:00:00,414,290,0.001696084975264966487884521484375
1474380000000,20/09/2016 14:00:00,391,208,0.0013640238903462886810302734375
1474383600000,20/09/2016 15:00:00,485,308,0.001312089967541396617889404296875
1474387200000,20/09/2016 16:00:00,515,432,0.001631974591873586177825927734375
1474390800000,20/09/2016 17:00:00,522,416,0.001529625500552356243133544921875
1474394400000,20/09/2016 18:00:00,594,444,0.001260497025214135646820068359375
1474398000000,20/09/2016 19:00:00,612,472,0.001262261532247066497802734375
1474401600000,20/09/2016 20:00:00,426,288,0.0015907208435237407684326171875
1474405200000,20/09/2016 21:00:00,381,262,0.0018096421845257282257080078125
1474408800000,20/09/2016 22:00:00,513,334,0.00127162528224289417266845703125
1474412400000,20/09/2016 23:00:00,514,350,0.001327356440015137195587158203125
1474416000000,21/09/2016 00:00:00,488,358,0.001506378990598022937774658203125
1474419600000,21/09/2016 01:00:00,434,260,0.0013835527934134006500244140625
1474423200000,21/09/2016 02:00:00,339,212,0.00185020337812602519989013671875
1474426800000,21/09/2016 03:00:00,316,176,0.00176813337020576000213623046875
1474430400000,21/09/2016 04:00:00,219,134,0.0028067529201507568359375
1474434000000,21/09/2016 05:00:00,286,218,0.00267451838590204715728759765625
1474437600000,21/09/2016 06:00:00,276,200,0.00263504614122211933135986328125
1474441200000,21/09/2016 07:00:00,179,134,0.004205636680126190185546875
1474444800000,21/09/2016 08:00:00,275,144,0.00191108160652220249176025390625
1474448400000,21/09/2016 09:00:00,268,136,0.00190060934983193874359130859375
1474452000000,21/09/2016 10:00:00,342,162,0.00138910324312746524810791015625
1474455600000,21/09/2016 11:00:00,385,142,0.0009604978258721530437469482421875
1474459200000,21/09/2016 12:00:00,389,222,0.001470861025154590606689453125
1474462800000,21/09/2016 13:00:00,441,270,0.001391465659253299236297607421875
1474466400000,21/09/2016 14:00:00,490,258,0.00107674975879490375518798828125
1474470000000,21/09/2016 15:00:00,695,324,0.0006717392825521528720855712890625
1474473600000,21/09/2016 16:00:00,654,310,0.000725889927707612514495849609375
1474477200000,21/09/2016 17:00:00,529,234,0.0008377727936021983623504638671875
1474480800000,21/09/2016 18:00:00,491,266,0.0011056154035031795501708984375
1474484400000,21/09/2016 19:00:00,599,318,0.0008877672371454536914825439453125
1474488000000,21/09/2016 20:00:00,446,280,0.001410792581737041473388671875
1474491600000,21/09/2016 21:00:00,476,336,0.0014860681258141994476318359375
1474495200000,21/09/2016 22:00:00,429,254,0.00138335186056792736053466796875
1474498800000,21/09/2016 23:00:00,552,302,0.000992924557067453861236572265625
1474502400000,22/09/2016 00:00:00,559,336,0.0010771923698484897613525390625
1474506000000,22/09/2016 01:00:00,615,514,0.001361192786134779453277587890625
1474509600000,22/09/2016 02:00:00,436,270,0.001423600129783153533935546875
1474513200000,22/09/2016 03:00:00,318,278,0.0027577723376452922821044921875
1474516800000,22/09/2016 04:00:00,345,266,0.00224132114090025424957275390625
1474520400000,22/09/2016 05:00:00,211,118,0.00266305566765367984771728515625
1474524000000,22/09/2016 06:00:00,227,164,0.003196756355464458465576171875
1474527600000,22/09/2016 07:00:00,178,110,0.0034913984127342700958251953125
1474531200000,22/09/2016 08:00:00,291,172,0.0020381561480462551116943359375
1474534800000,22/09/2016 09:00:00,411,314,0.00186339090578258037567138671875
1474538400000,22/09/2016 10:00:00,472,362,0.001628342201001942157745361328125
1474542000000,22/09/2016 11:00:00,556,386,0.001250891131348907947540283203125
1474545600000,22/09/2016 12:00:00,567,326,0.00101582310162484645843505859375
1474549200000,22/09/2016 13:00:00,672,450,0.000997977447696030139923095703125
1474552800000,22/09/2016 14:00:00,767,514,0.0008748608524911105632781982421875
1474556400000,22/09/2016 15:00:00,900,620,0.0007662835414521396160125732421875
1474560000000,22/09/2016 16:00:00,807,580,0.000891701318323612213134765625
1474563600000,22/09/2016 17:00:00,784,586,0.0009545963839627802371978759765625
1474567200000,22/09/2016 18:00:00,686,458,0.0009746547439135611057281494140625
1474570800000,22/09/2016 19:00:00,647,364,0.00087089254520833492279052734375
1474574400000,22/09/2016 20:00:00,626,408,0.001042811549268662929534912109375
1474578000000,22/09/2016 21:00:00,720,532,0.0010276618413627147674560546875
1474581600000,22/09/2016 22:00:00,772,616,0.001034925342537462711334228515625
1474585200000,22/09/2016 23:00:00,767,626,0.001065492047928273677825927734375
1474588800000,23/09/2016 00:00:00,787,614,0.000992592773400247097015380859375
1474592400000,23/09/2016 01:00:00,777,600,0.000995104084722697734832763671875
1474596000000,23/09/2016 02:00:00,606,426,0.0011619343422353267669677734375
1474599600000,23/09/2016 03:00:00,430,340,0.001843118108808994293212890625
1474603200000,23/09/2016 04:00:00,266,164,0.00232657114975154399871826171875
1474606800000,23/09/2016 05:00:00,256,218,0.00333946081809699535369873046875
1474610400000,23/09/2016 06:00:00,250,188,0.0030200802721083164215087890625
1474614000000,23/09/2016 07:00:00,246,154,0.00255516846664249897003173828125
1474617600000,23/09/2016 08:00:00,274,124,0.00165770971216261386871337890625
1474621200000,23/09/2016 09:00:00,311,164,0.00170106836594641208648681640625
1474624800000,23/09/2016 10:00:00,447,324,0.001625184318982064723968505859375
1474628400000,23/09/2016 11:00:00,589,452,0.001305106095969676971435546875
1474632000000,23/09/2016 12:00:00,727,538,0.00101932161487638950347900390625
1474635600000,23/09/2016 13:00:00,745,560,0.0010103196837007999420166015625
1474639200000,23/09/2016 14:00:00,725,538,0.001024957164190709590911865234375
1474642800000,23/09/2016 15:00:00,737,486,0.0008959648548625409603118896484375
1474646400000,23/09/2016 16:00:00,672,462,0.00102459010668098926544189453125
1474650000000,23/09/2016 17:00:00,695,402,0.0008334542508237063884735107421875
1474653600000,23/09/2016 18:00:00,854,532,0.000730305793695151805877685546875
1474657200000,23/09/2016 19:00:00,729,368,0.00069340807385742664337158203125
1474660800000,23/09/2016 20:00:00,675,362,0.000795691856183111667633056640625
1474664400000,23/09/2016 21:00:00,554,284,0.0009270079317502677440643310546875
1474668000000,23/09/2016 22:00:00,456,274,0.001320609240792691707611083984375
1474671600000,23/09/2016 23:00:00,610,418,0.00112519855611026287078857421875
1474675200000,24/09/2016 00:00:00,707,478,0.0009576433221809566020965576171875
1474678800000,24/09/2016 01:00:00,692,532,0.001112570404075086116790771484375
1474682400000,24/09/2016 02:00:00,562,438,0.001389232464134693145751953125
1474686000000,24/09/2016 03:00:00,447,308,0.001544928294606506824493408203125
1474689600000,24/09/2016 04:00:00,414,298,0.00174287357367575168609619140625
1474693200000,24/09/2016 05:00:00,228,164,0.0031687146984040737152099609375
1474696800000,24/09/2016 06:00:00,243,192,0.00326497294008731842041015625
1474700400000,24/09/2016 07:00:00,159,78,0.0031048483215272426605224609375
1474704000000,24/09/2016 08:00:00,268,146,0.00204035989008843898773193359375
1474707600000,24/09/2016 09:00:00,243,136,0.002312689088284969329833984375
1474711200000,24/09/2016 10:00:00,251,142,0.00226294831372797489166259765625
1474714800000,24/09/2016 11:00:00,367,230,0.001712303259409964084625244140625
1474718400000,24/09/2016 12:00:00,467,340,0.00156234204769134521484375
1474722000000,24/09/2016 13:00:00,492,374,0.00154819269664585590362548828125
1474725600000,24/09/2016 14:00:00,623,458,0.001181917148642241954803466796875
1474729200000,24/09/2016 15:00:00,627,440,0.001121013425290584564208984375
1474732800000,24/09/2016 16:00:00,531,368,0.001307607628405094146728515625
1474736400000,24/09/2016 17:00:00,530,328,0.001169882598333060741424560546875
1474740000000,24/09/2016 18:00:00,578,434,0.001301325857639312744140625
1474743600000,24/09/2016 19:00:00,588,436,0.001263196929357945919036865234375
1474747200000,24/09/2016 20:00:00,574,440,0.001337784458883106708526611328125
1474750800000,24/09/2016 21:00:00,513,364,0.001385843032039701938629150390625
1474754400000,24/09/2016 22:00:00,594,520,0.00147625780664384365081787109375
1474758000000,24/09/2016 23:00:00,563,460,0.00145382829941809177398681640625
1474761600000,25/09/2016 00:00:00,650,478,0.001133104204200208187103271484375
